links	description_jp	description	name_jp	name	coordinates	type	type
https://x.com/akaihaato/status/1936226193503891676	フェリーの上が学校の屋上みたいに見えた。	The ferry deck looked just like a school rooftop.	高松〜小豆島 土庄 フェリー	Ferry, Takamatsu - Tonosho (Shodoshima)	34.47973424162642, 134.13428031433767	sail	sail
https://x.com/akaihaato/status/1936165335696392203	淡い空と、甘い僕ら。	Pale skies and our sweet selves.	高松〜小豆島 土庄 フェリー	Ferry, Takamatsu - Tonosho (Shodoshima)	34.47973424162642, 134.13428031433767	sail	sail
https://x.com/akaihaato/status/1935790836199100797	目が覚めると、島にいた。	When I woke up, I was on an island.	土庄港フェリーターミナル	Tonosho Port	34.4890261553568, 134.1729455131536	sail	sail
https://x.com/akaihaato/status/1935424275332350184	寝台列車の夜ふかし。	Late-night chats on the sleeper train.	サンライズ瀬戸	Sunrise Seto	34.9877267703294, 135.74346181032334	station	station
https://x.com/akaihaato/status/1934094785901740229	こころが解けた瞬間。	The moment my heart melted.	日光珈琲	Nikko Coffee	36.75324173314462, 139.59529833144472	cafe	cafe
https://x.com/akaihaato/status/1933737651255062650	落ち着く空間。こんな家に住んでみたい。	A calming space. I'd love to live in a house like this.	日光珈琲	Nikko Coffee	36.75324173314462, 139.59529833144472	cafe	cafe
https://x.com/akaihaato/status/1933456023630852351	♨サウナで整い三昧できる旅館！✨ Short🆙したよ～っ！みてね🫶	A ryokan where you can indulge in sauna bliss!♨✨ Just uploaded a short🆙! Check it out🫶	富士山の見える全室個室サウナ付旅館 しずく	Sauna Inn Ryokan Shizuku	35.42093261909258, 138.85212857116395	hotel	hotel
https://www.youtube.com/shorts/ZdlNk_XY6ow	サウナで整い三昧！？最高の旅館みつけた！！	Sauna bliss!? I found the ultimate ryokan!!	富士山の見える全室個室サウナ付旅館 しずく	Sauna Inn Ryokan Shizuku	35.42093261909258, 138.85212857116395	hotel	hotel
https://x.com/akaihaato/status/1933364311768105308	飲み干すと小さな世界が広がってた。	When I finished my drink, a tiny world unfolded.	南珈琲店	Minami Coffee, Takamatsu	34.34086442893536, 134.04932275010322	cafe	cafe
https://x.com/akaihaato/status/1933362568132981130	ちょっと一息、ティータイム☕️	Taking a little break - tea time☕️	南珈琲店	Minami Coffee, Takamatsu	34.34086442893536, 134.04932275010322	cafe	cafe
https://x.com/akaihaato/status/1932998637539459197	もりもりのナポリタンも美味しかった。	The heaping Napolitan was delicious too.	喫茶店ギオン	Cafe gion, Suginami City	35.705139052251255, 139.63713088516926	cafe	cafe
https://x.com/akaihaato/status/1932998171254534285	思い出に花を咲かせた喫茶店🌷	A cafe where memories bloomed🌷	喫茶店ギオン	Cafe gion, Suginami City	35.705139052251255, 139.63713088516926	cafe	cafe
https://x.com/akaihaato/status/1932997692952883590	純喫茶「Gion」　ブランコ椅子がある珍しいお店だ。	Retro cafe “Gion” - a rare shop with swing chairs.	喫茶店ギオン	Cafe gion, Suginami City	35.705139052251255, 139.63713088516926	cafe	cafe
https://www.youtube.com/watch?v=VLpbjHxO_WU	千葉にある山が壮大過ぎた！	The mountains in Chiba were just too magnificent!	鋸山ロープウェー	Nokogiri-yama Ropeway	35.15930296602992, 139.82706881693625	attraction	attraction
https://x.com/akaihaato/status/1932383463711375672	あれから、一年。　また会えたね。	One year since then. We met again.	石切り場（鋸山）	Ishikiriba, Nokogiri-yama	35.15995001710424, 139.83431439929112	attraction	attraction
https://x.com/akaihaato/status/1932381197285687649	金策サバイバル…ついに始まったな	Money-hunting survival… it's finally begun.	岩舞台（鋸山）	Stone Stage (岩舞台 鋸山)	35.16010489557217, 139.83489233629135	attraction	attraction
https://x.com/akaihaato/status/1932380481464770582	なんか物語はじまりそう・・・・	Feels like a story is about to begin…	鋸山ロープウェー	Nokogiri-yama Ropeway	35.15930296602992, 139.82706881693625	attraction	attraction
https://youtu.be/QDPE1bSVxPQ?t=3184	【登山】千葉ラピュタ！？『鋸山』いってきたぞー！✊🔥【ホロライブ/赤井はあと】	[Hiking] Laputa in Chiba!? I went to Nokogiri-yama!✊🔥	東京湾フェリー 金谷港のりば	Tokyo-Wan Ferry Kanaya Port Passenger Terminal	35.16910975736675, 139.8176901570891	sail	sail
https://youtu.be/QDPE1bSVxPQ?t=2952	【登山】千葉ラピュタ！？『鋸山』いってきたぞー！✊🔥【ホロライブ/赤井はあと】	[Hiking] Laputa in Chiba!? I went to Nokogiri-yama!✊🔥	海鮮浜焼き まるはま	Kaisen Maruhama	35.16810524782487, 139.81899446675806	restaurant	restaurant
https://youtu.be/QDPE1bSVxPQ?t=2832	【登山】千葉ラピュタ！？『鋸山』いってきたぞー！✊🔥【ホロライブ/赤井はあと】	[Hiking] Laputa in Chiba!? I went to Nokogiri-yama!✊🔥	鋸山ロープウェー	Nokogiri-yama Ropeway	35.15930296602992, 139.82706881693625	attraction	attraction
https://youtu.be/QDPE1bSVxPQ?t=2674	【登山】千葉ラピュタ！？『鋸山』いってきたぞー！✊🔥【ホロライブ/赤井はあと】	[Hiking] Laputa in Chiba!? I went to Nokogiri-yama!✊🔥	山頂展望食堂（鋸山）	Sanchou Tenbou Shokudo (山頂展望食堂)	35.158160700842096, 139.82862778799512	restaurant	restaurant
https://youtu.be/QDPE1bSVxPQ?t=2358	【登山】千葉ラピュタ！？『鋸山』いってきたぞー！✊🔥【ホロライブ/赤井はあと】	[Hiking] Laputa in Chiba!? I went to Nokogiri-yama!✊🔥	地獄のぞき	Jigoku Nozoki (View of Hell)	35.15931967566867, 139.83320501494677	attraction	attraction
https://youtu.be/QDPE1bSVxPQ?t=2323	【登山】千葉ラピュタ！？『鋸山』いってきたぞー！✊🔥【ホロライブ/赤井はあと】	[Hiking] Laputa in Chiba!? I went to Nokogiri-yama!✊🔥	鋸山ロープウェー 鋸山山頂駅	Nokogiri-yama Ropeway Summit Station	35.158282174851735, 139.8288236394568	attraction	attraction
https://youtu.be/QDPE1bSVxPQ?t=2094	【登山】千葉ラピュタ！？『鋸山』いってきたぞー！✊🔥【ホロライブ/赤井はあと】	[Hiking] Laputa in Chiba!? I went to Nokogiri-yama!✊🔥	ラピュタの壁	Wall of Laputa	35.15948197740093, 139.8313166992116	attraction	attraction
https://youtu.be/QDPE1bSVxPQ?t=1183	【登山】千葉ラピュタ！？『鋸山』いってきたぞー！✊🔥【ホロライブ/赤井はあと】	[Hiking] Laputa in Chiba!? I went to Nokogiri-yama!✊🔥	岩舞台（鋸山）	Stone Stage (岩舞台 鋸山)	35.16010489557217, 139.83489233629135	attraction	attraction
https://youtu.be/QDPE1bSVxPQ?t=912	【登山】千葉ラピュタ！？『鋸山』いってきたぞー！✊🔥【ホロライブ/赤井はあと】	[Hiking] Laputa in Chiba!? I went to Nokogiri-yama!✊🔥	石切り場（鋸山）	Ishikiriba, Nokogiri-yama	35.15995001710424, 139.83431439929112	attraction	attraction
https://youtu.be/QDPE1bSVxPQ?t=838	【登山】千葉ラピュタ！？『鋸山』いってきたぞー！✊🔥【ホロライブ/赤井はあと】	[Hiking] Laputa in Chiba!? I went to Nokogiri-yama!✊🔥	樋道跡（鋸山）	Toi Michi, Nokogiri-yama	35.16007583797621, 139.83178791925317	attraction	attraction
https://youtu.be/QDPE1bSVxPQ?t=480	【登山】千葉ラピュタ！？『鋸山』いってきたぞー！✊🔥【ホロライブ/赤井はあと】	[Hiking] Laputa in Chiba!? I went to Nokogiri-yama!✊🔥	鋸山 観月台登山口	Mount Nokogiri Trailhead (鋸山 観月台登山口)	35.165249500590576, 139.8275733517693	attraction	attraction
https://youtu.be/QDPE1bSVxPQ?t=306	【登山】千葉ラピュタ！？『鋸山』いってきたぞー！✊🔥【ホロライブ/赤井はあと】	[Hiking] Laputa in Chiba!? I went to Nokogiri-yama!✊🔥	浜金谷駅	Hamakanaya Station	35.16814849580906, 139.82227801921616	station	station
https://x.com/akaihaato/status/1932346117586653316	千葉に登山いってきた‼️	I went hiking in Chiba‼️	石切り場（鋸山）	Ishikiriba, Nokogiri-yama	35.15995001710424, 139.83431439929112	attraction	attraction
https://x.com/akaihaato/status/1932039878805758006	ボートも乗ったよ！🛶	I rode a boat too!🛶	井の頭公園 ボート場	Inokashira Boat house	35.69950256848502, 139.57713765175905	sail	sail
https://x.com/akaihaato/status/1931924644380205144	すうはあデート💘	Suuhaa date💘	ゆりあぺむぺる	Yuria Pemuperu	35.70285982659972, 139.57854212475104	cafe	cafe
https://x.com/akaihaato/status/1929747142723489928	待望の下山メシ🤤	The long-awaited post-hike meal🤤	海鮮浜焼き まるはま	Kaisen Maruhama	35.16810524782487, 139.81899446675806	restaurant	restaurant
https://x.com/akaihaato/status/1929740826755977266	千葉ジャングルなう✌🏻	Deep in the Chiba jungle now✌🏻	鋸山	Nokogiri-yama	35.1655096094454, 139.82754481114503	attraction	attraction
https://x.com/akaihaato/status/1929740645813678544	ラピュタは………本当にあったんだ！	Laputa… it really existed!	ラピュタの壁	Wall of Laputa	35.15948197740093, 139.8313166992116	attraction	attraction
https://x.com/akaihaato/status/1928665961336549831	旅終わりっていつも切ない。	The end of a journey is always bittersweet.	下今市駅	Imaichi Station	36.72569985510373, 139.69238608339808	station	station
https://x.com/akaihaato/status/1928664367303663730	カーテンの向こうに、鬼怒川の街が広がってた。	Beyond the curtain, the town of Kinugawa spread out.	鬼怒川グランドホテル 夢の季	Kinugawa Grand Hotel Yume no Toki	36.824935558809614, 139.72097627687882	hotel	hotel
https://x.com/akaihaato/status/1928397152532746430	ありがとう、栃木❗️　最高だった。	Thank you, Tochigi❗️It was amazing.	東武日光駅	Tobu Nikko Station	36.7483257370081, 139.61956298985316	station	station
https://x.com/akaihaato/status/1928300023705481501	去り際の後ろ姿たち	The silhouettes as they walked away.	下今市駅	Imaichi Station	36.72569985510373, 139.69238608339808	station	station
https://youtu.be/2GZgQOgAZRU?t=7180	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	SL展示館（下今市）	SL Museum, Imaichi	36.72594675986246, 139.69283623733367	station	station
https://youtu.be/2GZgQOgAZRU?t=5214	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	鬼怒川グランドホテル 夢の季	Kinugawa Grand Hotel Yume no Toki	36.824935558809614, 139.72097627687882	hotel	hotel
https://youtu.be/2GZgQOgAZRU?t=3999	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	日光江戶村	Edo Wonderland	36.79090249129398, 139.69741230499176	attraction	attraction
https://youtu.be/2GZgQOgAZRU?t=3847	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	新高徳駅	Shin-takatoku Station	36.77945519161578, 139.71119621842163	station	station
https://youtu.be/2GZgQOgAZRU?t=3672	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	鬼怒楯岩大吊橋	Kinutateiwaotsuri Bridge	36.82066407850525, 139.70839639765737	attraction	attraction
https://youtu.be/2GZgQOgAZRU?t=3178	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	東武日光駅	Tobu Nikko Station	36.7483257370081, 139.61956298985316	station	station
https://youtu.be/2GZgQOgAZRU?t=2874	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	NIKKO 明治の館	Restaurant Meiji-No-Yakata	36.75674790503097, 139.60292576239578	restaurant	restaurant
https://youtu.be/2GZgQOgAZRU?t=2563	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	日光金谷ホテル	Nikko Kanaya Hotel	36.752179545086584, 139.60415133408756	hotel	hotel
https://youtu.be/2GZgQOgAZRU?t=2212	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	日光珈琲 御用邸通	Nikko Coffee (日光珈琲 御用邸通)	36.75324173314462, 139.59529833144472	cafe	cafe
https://youtu.be/2GZgQOgAZRU?t=1760	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	本宮カフェ	Hongu Cafe, Nikko	36.75403921038893, 139.60425873325175	cafe	cafe
https://youtu.be/2GZgQOgAZRU?t=1300	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	ゆばカフェ 葉月	Yuba cafe Hazuki	36.75385807083013, 139.59764074461089	cafe	cafe
https://youtu.be/2GZgQOgAZRU?t=1090	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	茶寮 日りん	Saryo Nichi-Rin, Nikko	36.75470641942072, 139.59721801275833	cafe	cafe
https://youtu.be/2GZgQOgAZRU?t=830	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	茶まびこ	Chamabico, Nikko	36.75560896232648, 139.59659692313468	cafe	cafe
https://youtu.be/2GZgQOgAZRU?t=516	【旅】ちゃまと旅する！栃木で大冒険だああああ！⛩【ホロライブ/赤井はあと】	[Trip] Have a trip with chama! Great adventure in Tochigi! ⛩	神橋（日光）	Shinkyo Bridge, Nikko	36.75338189506545, 139.6039995462322	attraction	attraction
https://x.com/akaihaato/status/1928288021599629338	明治の館で食べた　まろやかハヤシライス🍛	The creamy Hayashi rice I ate at Meiji no Yakata🍛	NIKKO 明治の館	Restaurant Meiji-No-Yakata	36.75674790503097, 139.60292576239578	restaurant	restaurant
https://x.com/akaihaato/status/1928286978757312892	ぽつんと佇んでた	Standing quietly, all alone.	NIKKO 明治の館	Restaurant Meiji-No-Yakata	36.75674790503097, 139.60292576239578	restaurant	restaurant
https://x.com/akaihaato/status/1928129177405837381	奥に誰かいるかな	I wonder if someone's over there	鬼怒川グランドホテル 夢の季	Kinugawa Grand Hotel Yume no Toki	36.824935558809614, 139.72097627687882	hotel	hotel
https://x.com/akaihaato/status/1928125560213098607	深夜の旅館徘徊	Late-night wandering around the ryokan	鬼怒川グランドホテル 夢の季	Kinugawa Grand Hotel Yume no Toki	36.824935558809614, 139.72097627687882	hotel	hotel
https://x.com/akaihaato/status/1927928474590761437	日光の新橋にやってきた⛩️	Arrived at the Shinkyou in Nikko⛩️	神橋（日光）	Shinkyo Bridge	36.75338189506545, 139.6039995462322	attraction	attraction
https://x.com/akaihaato/status/1927208427903672798	映画のワンシーンみたいな後ろ姿	A silhouette like a scene from a movie.	日光江戶村	Edo Wonderland	36.79090249129398, 139.69741230499176	attraction	attraction
https://x.com/akaihaato/status/1927206175285670389	自分で焼いたお煎餅は何倍もおいしい	Senbei you grill yourself tastes so much better.	日光江戶村	Edo Wonderland	36.79090249129398, 139.69741230499176	attraction	attraction
https://x.com/akaihaato/status/1927205801040498800	おせんべい体験🍘　じんわり焦げてくのが楽しい	Senbei-making experience🍘 Watching it slowly brown was fun.	日光江戶村	Edo Wonderland	36.79090249129398, 139.69741230499176	attraction	attraction
https://x.com/akaihaato/status/1927199261248086422	江戸村に参上❗️	Entered Edo Wonderland❗️	日光江戶村	Edo Wonderland	36.79090249129398, 139.69741230499176	attraction	attraction
https://x.com/akaihaato/status/1926840568463639024	鬼怒川の近道ワクワクした。	The shortcut near Kinugawa was exciting.	鬼怒川温泉駅	Kinugawa-onsen Station	36.82300736272695, 139.71706116092307	station	station
https://x.com/akaihaato/status/1926839931965428071	哀愁漂う信号機をみつけた！	Found a traffic light full of melancholy!	鬼怒川温泉駅	Kinugawa-onsen Station	36.82300736272695, 139.71706116092307	station	station
https://x.com/akaihaato/status/1926467745614385237	楽しみはやっぱり駅弁！🍣	The exciting part is definitely the train station bento! 🍣	下今市駅	Imaichi Station	36.72569985510373, 139.69238608339808	station	station
https://x.com/akaihaato/status/1926244555076075929	野原に聳え立つ　バームクーヘンが見えた	Saw a towering Baumkuchen in the field.	下今市駅	Imaichi Station	36.72569985510373, 139.69238608339808	station	station
https://x.com/akaihaato/status/1926125205669265590	電車旅のはじまり🚃	The train journey begins🚃	東武ワールドスクウェア駅	Tobu World Square Station	36.80860589560074, 139.7092779495572	station	station
https://x.com/akaihaato/status/1926111719002103920	線路は続くよ　どこまでも	The tracks go on forever.	東武ワールドスクウェア駅	Tobu World Square Station	36.80860589560074, 139.7092779495572	station	station
https://x.com/akaihaato/status/1925762991523242098	人生は冒険だ　地図はな〜いけれど〜！	Life is an adventure, but there's no map!	河口湖～うの島	Lake Kawaguchi - Uno Island	35.515357143713786, 138.74333364201667	sail	sail
https://x.com/akaihaato/status/1925755666238423528	運命の分かれ道。どっちにする？	A crossroads of fate. Which path will you choose?	うの島	Uno Island, Lake Kawaguchi	35.514672845952106, 138.7438383741354	scenery	others
https://x.com/akaihaato/status/1925585548523315537	流石にホラー、、、	That was seriously horror...	温泉グランピング シマブルー	Shima Blue Onsen Glamping	36.692247936473144, 138.77409984559074	hotel	hotel
https://x.com/akaihaato/status/1925397265507918023	サウンちゃま。 おふとんでチルタイム👍	Sauna-chama. Chill time in bed 👍	富士山の見える全室個室サウナ付旅館 しずく	Sauna Inn Ryokan Shizuku	35.42093261909258, 138.85212857116395	hotel	hotel
https://x.com/akaihaato/status/1925028169050161585	まさに絵画みたいな景色が広がってた。	The scenery looked just like a painting.	富士ビューホテル	Fuji View Hotel	35.508376776371534, 138.73859442245526	hotel	hotel
https://x.com/akaihaato/status/1924719546906390898	めっちゃ並んだから帽子と日傘必需✊🏻　はあちゃまは水も帽子も日傘もなく2時間半並んでやばかった…。　やっとのこと食べれたパフェが至福すぎた😭　選びきれなかったけどラザニアも頼んだ！	Waited in line forever so hats and parasols were a must ✊🏻 I had no water, hat, or parasol and waited for 2.5 hours... it was intense. The parfait I finally got to eat was pure bliss 😭 I couldn't decide, so I ordered lasagna too!	もんぶらん（富士吉田）	Cafe Mont Blanc, Fujiyoshida	35.487412889973044, 138.80559414032538	cafe	cafe
https://x.com/akaihaato/status/1924719055375892672	ホットスポットのロケ地巡り🛸　メニューが200種類もあるの凄すぎ！！	Exploring filming locations of hot spots 🛸 The menu had a surprising amount of 200 items!	もんぶらん（富士吉田）	Cafe Mont Blanc, Fujiyoshida	35.487412889973044, 138.80559414032538	cafe	cafe
https://x.com/akaihaato/status/1924717825580834824	ボリューム満点でロケ地になった喫茶店🍒	A cafe that became a filming location and had huge portions 🍒	もんぶらん（富士吉田）	Cafe Mont Blanc, Fujiyoshida	35.487412889973044, 138.80559414032538	cafe	cafe
https://x.com/akaihaato/status/1924505297122689103	整っちゃま。 サウナイキタイ。	Refreshed-chama. I want to go to the sauna.	富士山の見える全室個室サウナ付旅館 しずく	Sauna Inn Ryokan Shizuku	35.42093261909258, 138.85212857116395	hotel	hotel
https://x.com/akaihaato/status/1923225683611840889	店名が「ミルキーウェイ」ってのも好き🫶　河口湖周辺だからサイクリングする時にぴったりだった！　クレープが1番人気です❗️って激推ししてた。	I also loved that the cafe was called “Milky Way” 🫶 It was perfect for cycling around Lake Kawaguchi! They were really hyping up the crepes as the most popular item❗️	ミルキーウェイ（河口湖）	Cafe Milky Way, Fujikawaguchiko	35.51079376343992, 138.7543878732319	cafe	cafe
https://x.com/akaihaato/status/1923224013821669735	かわいいが詰まってた山梨の喫茶店🍒	A cafe in Yamanashi packed with cuteness 🍒	ミルキーウェイ（河口湖）	Cafe Milky Way, Fujikawaguchiko	35.51079376343992, 138.7543878732319	cafe	cafe
https://x.com/akaihaato/status/1923061557900067002	部屋を真っ暗にして　よーく見ると…。	Turned off all the lights in the room. If you look closely...	富士ビューホテル	Fuji View Hotel	35.508376776371534, 138.73859442245526	hotel	hotel
https://x.com/akaihaato/status/1922959271467123071	お店の名前は「野薔薇」です‼️　書き忘れてた😂	The name of the cafe is Nobara‼️ I forgot to write that 😂	野薔薇（忍野村）	Cafe and Bar Nobara, Oshino-mura	35.44796263237202, 138.84274875804786	cafe	cafe
https://x.com/akaihaato/status/1922940014406635939	✈旅Short投稿したよおおおおお‼️　波乱万丈、女ひとり旅。in四万温泉	✈ Posted a travel Short‼️ A turbulent solo journey in Shima Onsen	四万温泉	Shima Onsen	36.68559948072546, 138.7748665461008	attraction	attraction
https://www.youtube.com/shorts/l24N88m_FYE	波乱万丈、女ひとり旅。in四万温泉	A turbulent solo journey in Shima Onsen	四万温泉	Shima Onsen	36.68559948072546, 138.7748665461008	attraction	attraction
https://x.com/akaihaato/status/1922900934100750526	盛りだくさんのハンバーグとクリームソーダを注文✨　忍野八海から歩きで26分できた話をしたらバナナケーキをサービスしてくれて嬉しかった。　車では5分！🚗	Ordered a hearty hamburger and cream soda ✨ When I told them I walked 26 minutes from Oshino Hakkai, they gave me banana cake as a treat. By car, it's just 5 minutes! 🚗	野薔薇（忍野村）	Cafe and Bar Nobara, Oshino-mura	35.44796263237202, 138.84274875804786	cafe	cafe
https://x.com/akaihaato/status/1922900569577943106	忍野八海の近くの喫茶店がすごかった！！	The cafe near Oshino Hakkai was amazing!!	野薔薇（忍野村）	Cafe and Bar Nobara, Oshino-mura	35.44796263237202, 138.84274875804786	cafe	cafe
https://x.com/akaihaato/status/1922577640222859661	✈️旅Short投稿したよおおお‼️　ぐんまー帝国に侵入！？大冒険🤩	✈️ Posted a travel Short‼️ Infiltrating the Gunma Empire!? A big adventure 🤩	おきなやの足湯	Okinaya Footbath (おきなやの足湯)	36.680723906018066, 138.78129919148958	cafe	cafe
https://www.youtube.com/shorts/wfOQpuSaXWU	ぐんまー帝国で大冒険してきたら最高すぎた❗️	Had the most amazing time adventuring in the Gunma Empire❗️	おきなやの足湯	Okinaya Footbath (おきなやの足湯)	36.680723906018066, 138.78129919148958	cafe	cafe
https://x.com/akaihaato/status/1922215238994133031	✈旅Short投稿したよおおおおお‼️　遅刻！だあああああああ💦　ここは・・・・・・・どこだ！？	✈ Posted a travel Short‼️ Late! Nooooooo 💦 Where... am I!?	温泉グランピング シマブルー	Shima Blue Onsen Glamping	36.692247936473144, 138.77409984559074	hotel	hotel
https://www.youtube.com/shorts/dA-RDeGqMOY	旅先で遅刻しそうなのに山奥な件。	Running late while traveling, and I'm deep in the mountains.	温泉グランピング シマブルー	Shima Blue Onsen Glamping	36.692247936473144, 138.77409984559074	hotel	hotel
https://x.com/akaihaato/status/1921760907325055159	この日は曇り予報でずっと見れなかった富士山でしたが、河口湖の中にある孤島「うの島」にて参拝をしたら見れました👏　先っちょだけでも大満足！	It was supposed to be cloudy all day and I couldn't see Fuji, but after visiting the shrine on the island Unojima in Lake Kawaguchi, it appeared 👏 Even just the tip was enough to satisfy!	河口湖～うの島	Lake Kawaguchi - Uno Island	35.515357143713786, 138.74333364201667	sail	sail
https://x.com/akaihaato/status/1921759833788649919	ホットスポット巡った！✌️🛸	Did a hot spot tour! ✌️🛸	精進マウントホテル	Shoji Mount Hotel	35.49205412963514, 138.60352771246244	hotel	hotel
https://x.com/akaihaato/status/1921759083247358418	湖から見た富士山がすごかった！！！	Mount Fuji seen from the lake was incredible!!!	河口湖～うの島	Lake Kawaguchi - Uno Island	35.515357143713786, 138.74333364201667	sail	sail
https://youtu.be/XGiH2xqoemo?t=6599	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	富士山の見える全室個室サウナ付旅館 しずく	Sauna Inn Ryokan Shizuku	35.42093261909258, 138.85212857116395	hotel	hotel
https://youtu.be/XGiH2xqoemo?t=6119	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	新屋山神社奥宮	Arayayama Shrine Okumiya	35.3984780280744, 138.77324401079997	attraction	attraction
https://youtu.be/XGiH2xqoemo?t=5567	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	野薔薇（忍野村）	Cafe and Bar Nobara, Oshino-mura	35.44796263237202, 138.84274875804786	cafe	cafe
https://youtu.be/XGiH2xqoemo?t=5198	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	池本茶屋	Ikemoto Chaya	35.46029178392033, 138.83296927295765	cafe	cafe
https://youtu.be/XGiH2xqoemo?t=5032	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	忍野八海	Oshino Hakkai	35.460098077295456, 138.83247472860444	attraction	attraction
https://youtu.be/XGiH2xqoemo?t=4786	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	忍野スカイスポーツ倶楽部	Oshino Sky Sports Club	35.46456863754901, 138.8632207659125	shop	shop
https://youtu.be/XGiH2xqoemo?t=3792	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	河口湖～うの島	Lake Kawaguchi - Uno Island	35.515357143713786, 138.74333364201667	sail	sail
https://youtu.be/XGiH2xqoemo?t=3209	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	富士ビューホテル	Fuji View Hotel	35.508376776371534, 138.73859442245526	hotel	hotel
https://youtu.be/XGiH2xqoemo?t=3160	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	冨士御室浅間神社	Fuji Omuro Sengen-Jinja	35.510675011632685, 138.74607765585918	attraction	attraction
https://youtu.be/XGiH2xqoemo?t=2435	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	河口湖 音楽と森の美術館	Kawaguchiko Music Forest Museum	35.522434044670796, 138.76870874328375	attraction	attraction
https://youtu.be/XGiH2xqoemo?t=2231	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	河口湖大橋	Lake Kawaguchi Ohashi Bridge	35.51029189547475, 138.7608291405984	scenery	others
https://youtu.be/XGiH2xqoemo?t=1987	【旅】はじめてのひとり旅！山梨「富士山」の冒険！！！🌟【ホロライブ/赤井はあと】	[Trip] My first solo trip! Adventure in Mt Fuji in Yamanashi!!!🌟	ミルキーウェイ（河口湖）	Cafe Milky Way, Fujikawaguchiko	35.51079376343992, 138.7543878732319	cafe	cafe
